Code Officiel Région;Nom Officiel Région;Code Officiel Commune / Arrondissement Municipal;Nom Officiel Commune / Arrondissement Municipal;Population municipale;Population comptée à part;Population totale;Code Officiel Département;Code Officiel Arrondissement Départemental;Année de recensement;Année d’entrée en vigueur;Année de référence géographique;Nom Officiel EPCI;Code Officiel EPCI;Nom Officiel Département
84;Auvergne-Rhône-Alpes;38377;Saint-Clair-de-la-Tour;3454;59;3513;38;002;2018;2021;2020;CC Les Vals du Dauphiné;200068567;Isère
84;Auvergne-Rhône-Alpes;38397;Saint-Ismier;7026;311;7337;38;001;2018;2021;2020;CC Le Grésivaudan;200018166;Isère
84;Auvergne-Rhône-Alpes;38115;Saint-Martin-de-la-Cluze;723;19;742;38;001;2018;2021;2020;CC du Trièves;200030658;Isère
84;Auvergne-Rhône-Alpes;38499;Susville;1239;17;1256;38;001;2018;2021;2020;CC de la Matheysine;200040657;Isère
84;Auvergne-Rhône-Alpes;38292;Villages du Lac de Paladru;2507;60;2567;38;002;2018;2021;2020;CA du Pays Voironnais;243800984;Isère
84;Auvergne-Rhône-Alpes;38055;Brangues;629;8;637;38;002;2018;2021;2020;CC Les Balcons du Dauphiné;200068542;Isère
84;Auvergne-Rhône-Alpes;38072;Chanas;2711;41;2752;38;003;2018;2021;2020;CC d'Entre Bièvre et Rhône;200085751;Isère
84;Auvergne-Rhône-Alpes;38078;La Chapelle-du-Bard;577;6;583;38;001;2018;2021;2020;CC Le Grésivaudan;200018166;Isère
84;Auvergne-Rhône-Alpes;38083;Charette;454;15;469;38;002;2018;2021;2020;CC Les Balcons du Dauphiné;200068542;Isère
84;Auvergne-Rhône-Alpes;38091;Châteauvilain;748;13;761;38;002;2018;2021;2020;CA Porte de l'Isère (C.A.P.I);243800604;Isère
84;Auvergne-Rhône-Alpes;38126;Corenc;4053;129;4182;38;001;2018;2021;2020;Grenoble-Alpes-Métropole;200040715;Isère
84;Auvergne-Rhône-Alpes;38253;Les Deux Alpes;1916;36;1952;38;001;2018;2021;2020;CC de l'Oisans;243800745;Isère
84;Auvergne-Rhône-Alpes;38191;Huez;1303;34;1337;38;001;2018;2021;2020;CC de l'Oisans;243800745;Isère
84;Auvergne-Rhône-Alpes;38214;Lumbin;2151;72;2223;38;001;2018;2021;2020;CC Le Grésivaudan;200018166;Isère
84;Auvergne-Rhône-Alpes;38242;Monestier-de-Clermont;1428;31;1459;38;001;2018;2021;2020;CC du Trièves;200030658;Isère
84;Auvergne-Rhône-Alpes;38257;Montrevel;446;12;458;38;002;2018;2021;2020;CC Les Vals du Dauphiné;200068567;Isère
84;Auvergne-Rhône-Alpes;38317;Le Pont-de-Claix;10605;75;10680;38;001;2018;2021;2020;Grenoble-Alpes-Métropole;200040715;Isère
84;Auvergne-Rhône-Alpes;38376;Saint-Christophe-sur-Guiers;831;9;840;38;001;2018;2021;2020;CC Cœur de Chartreuse;200040111;Isère
84;Auvergne-Rhône-Alpes;38396;Saint-Honoré;818;27;845;38;001;2018;2021;2020;CC de la Matheysine;200040657;Isère
84;Auvergne-Rhône-Alpes;38431;Saint-Nazaire-les-Eymes;2949;89;3038;38;001;2018;2021;2020;CC Le Grésivaudan;200018166;Isère
84;Auvergne-Rhône-Alpes;38450;Saint-Quentin-sur-Isère;1472;19;1491;38;001;2018;2021;2020;CC Saint-Marcellin Vercors Isère Communauté;200070431;Isère
84;Auvergne-Rhône-Alpes;38452;Saint-Romain-de-Surieu;353;9;362;38;003;2018;2021;2020;CC d'Entre Bièvre et Rhône;200085751;Isère
84;Auvergne-Rhône-Alpes;38473;Sardieu;1137;21;1158;38;003;2018;2021;2020;CC Bièvre Isère;200059392;Isère
84;Auvergne-Rhône-Alpes;38474;Sassenage;11277;203;11480;38;001;2018;2021;2020;Grenoble-Alpes-Métropole;200040715;Isère
84;Auvergne-Rhône-Alpes;38407;La Sure en Chartreuse;985;30;1015;38;001;2018;2021;2020;CA du Pays Voironnais;243800984;Isère
84;Auvergne-Rhône-Alpes;38504;Theys;1980;98;2078;38;001;2018;2021;2020;CC Le Grésivaudan;200018166;Isère
84;Auvergne-Rhône-Alpes;38549;Villard-Notre-Dame;28;3;31;38;001;2018;2021;2020;CC de l'Oisans;243800745;Isère
84;Auvergne-Rhône-Alpes;38507;Tignieu-Jameyzieu;7385;96;7481;38;002;2018;2021;2020;CC Les Balcons du Dauphiné;200068542;Isère
84;Auvergne-Rhône-Alpes;38566;Vourey;1702;48;1750;38;001;2018;2021;2020;CA du Pays Voironnais;243800984;Isère
84;Auvergne-Rhône-Alpes;38003;Agnin;1127;21;1148;38;003;2018;2021;2020;CC d'Entre Bièvre et Rhône;200085751;Isère
84;Auvergne-Rhône-Alpes;38064;Cessieu;3053;69;3122;38;002;2018;2021;2020;CC Les Vals du Dauphiné;200068567;Isère
84;Auvergne-Rhône-Alpes;38075;Chapareillan;2997;108;3105;38;001;2018;2021;2020;CC Le Grésivaudan;200018166;Isère
84;Auvergne-Rhône-Alpes;38097;Chavanoz;4777;63;4840;38;002;2018;2021;2020;CC Lyon Saint Exupéry en Dauphiné;243800935;Isère
84;Auvergne-Rhône-Alpes;38098;Chélieu;694;17;711;38;002;2018;2021;2020;CC Les Vals du Dauphiné;200068567;Isère
84;Auvergne-Rhône-Alpes;38137;Cras;433;13;446;38;001;2018;2021;2020;CC Saint-Marcellin Vercors Isère Communauté;200070431;Isère
84;Auvergne-Rhône-Alpes;38144;Diémoz;2748;36;2784;38;003;2018;2021;2020;CC des Collines du Nord Dauphiné;243801255;Isère
84;Auvergne-Rhône-Alpes;38213;Longechenal;577;12;589;38;003;2018;2021;2020;CC Bièvre Isère;200059392;Isère
84;Auvergne-Rhône-Alpes;38236;Miribel-les-Échelles;1721;38;1759;38;001;2018;2021;2020;CC Cœur de Chartreuse;200040111;Isère
84;Auvergne-Rhône-Alpes;38252;Montchaboud;337;9;346;38;001;2018;2021;2020;Grenoble-Alpes-Métropole;200040715;Isère
84;Auvergne-Rhône-Alpes;38263;Morette;410;5;415;38;001;2018;2021;2020;CC Saint-Marcellin Vercors Isère Communauté;200070431;Isère
84;Auvergne-Rhône-Alpes;38012;Aoste;2880;54;2934;38;002;2018;2021;2020;CC Les Vals du Dauphiné;200068567;Isère
84;Auvergne-Rhône-Alpes;38035;Beauvoir-de-Marc;1111;15;1126;38;003;2018;2021;2020;CC Bièvre Isère;200059392;Isère
84;Auvergne-Rhône-Alpes;38041;Bessins;113;3;116;38;001;2018;2021;2020;CC Saint-Marcellin Vercors Isère Communauté;200070431;Isère
84;Auvergne-Rhône-Alpes;38049;Bossieu;299;7;306;38;003;2018;2021;2020;CC Bièvre Isère;200059392;Isère
84;Auvergne-Rhône-Alpes;38060;Brion;142;5;147;38;003;2018;2021;2020;CC Bièvre Isère;200059392;Isère
84;Auvergne-Rhône-Alpes;38067;Chamagnieu;1697;38;1735;38;002;2018;2021;2020;CC Les Balcons du Dauphiné;200068542;Isère
84;Auvergne-Rhône-Alpes;38093;Châtenay;443;7;450;38;003;2018;2021;2020;CC Bièvre Isère;200059392;Isère
84;Auvergne-Rhône-Alpes;38107;Chonas-l'Amballan;1672;51;1723;38;003;2018;2021;2020;CA Vienne Condrieu;200077014;Isère
84;Auvergne-Rhône-Alpes;38169;Fontaine;22906;233;23139;38;001;2018;2021;2020;Grenoble-Alpes-Métropole;200040715;Isère
84;Auvergne-Rhône-Alpes;38179;Gières;6956;84;7040;38;001;2018;2021;2020;Grenoble-Alpes-Métropole;200040715;Isère
84;Auvergne-Rhône-Alpes;38186;Gresse-en-Vercors;386;13;399;38;001;2018;2021;2020;CC du Trièves;200030658;Isère
84;Auvergne-Rhône-Alpes;38195;Izeron;739;9;748;38;001;2018;2021;2020;CC Saint-Marcellin Vercors Isère Communauté;200070431;Isère
84;Auvergne-Rhône-Alpes;38206;Laval;982;36;1018;38;001;2018;2021;2020;CC Le Grésivaudan;200018166;Isère
84;Auvergne-Rhône-Alpes;38226;Mens;1397;75;1472;38;001;2018;2021;2020;CC du Trièves;200030658;Isère
84;Auvergne-Rhône-Alpes;38271;Murianette;872;11;883;38;001;2018;2021;2020;Grenoble-Alpes-Métropole;200040715;Isère
84;Auvergne-Rhône-Alpes;38316;Pont-de-Chéruy;5876;43;5919;38;002;2018;2021;2020;CC Lyon Saint Exupéry en Dauphiné;243800935;Isère
84;Auvergne-Rhône-Alpes;38373;Saint-Cassien;1156;42;1198;38;001;2018;2021;2020;CA du Pays Voironnais;243800984;Isère
84;Auvergne-Rhône-Alpes;38387;Saint-Geoirs;511;13;524;38;003;2018;2021;2020;CC Bièvre Isère;200059392;Isère
84;Auvergne-Rhône-Alpes;38444;Saint-Pierre-de-Méaroz;121;6;127;38;001;2018;2021;2020;CC de la Matheysine;200040657;Isère
84;Auvergne-Rhône-Alpes;38418;Sainte-Marie-du-Mont;236;2;238;38;001;2018;2021;2020;CC Le Grésivaudan;200018166;Isère
84;Auvergne-Rhône-Alpes;38508;Torchefelon;766;26;792;38;002;2018;2021;2020;CC Les Vals du Dauphiné;200068567;Isère
84;Auvergne-Rhône-Alpes;38538;Le Versoud;4876;64;4940;38;001;2018;2021;2020;CC Le Grésivaudan;200018166;Isère
84;Auvergne-Rhône-Alpes;38565;Voreppe;9229;372;9601;38;001;2018;2021;2020;CA du Pays Voironnais;243800984;Isère
84;Auvergne-Rhône-Alpes;38037;Bellegarde-Poussieu;990;14;1004;38;003;2018;2021;2020;CC d'Entre Bièvre et Rhône;200085751;Isère
84;Auvergne-Rhône-Alpes;38109;Chozeau;1052;26;1078;38;002;2018;2021;2020;CC Les Balcons du Dauphiné;200068542;Isère
84;Auvergne-Rhône-Alpes;38138;Crémieu;3311;63;3374;38;002;2018;2021;2020;CC Les Balcons du Dauphiné;200068542;Isère
84;Auvergne-Rhône-Alpes;38188;Herbeys;1361;23;1384;38;001;2018;2021;2020;Grenoble-Alpes-Métropole;200040715;Isère
84;Auvergne-Rhône-Alpes;38245;Montagne;267;4;271;38;001;2018;2021;2020;CC Saint-Marcellin Vercors Isère Communauté;200070431;Isère
84;Auvergne-Rhône-Alpes;38254;Monteynard;493;12;505;38;001;2018;2021;2020;CC de la Matheysine;200040657;Isère
84;Auvergne-Rhône-Alpes;38261;Morestel;4472;98;4570;38;002;2018;2021;2020;CC Les Balcons du Dauphiné;200068542;Isère
84;Auvergne-Rhône-Alpes;38272;Murinais;401;7;408;38;001;2018;2021;2020;CC Saint-Marcellin Vercors Isère Communauté;200070431;Isère
84;Auvergne-Rhône-Alpes;38304;Pierre-Châtel;1496;37;1533;38;001;2018;2021;2020;CC de la Matheysine;200040657;Isère
84;Auvergne-Rhône-Alpes;38335;Revel-Tourdan;1052;26;1078;38;003;2018;2021;2020;CC d'Entre Bièvre et Rhône;200085751;Isère
84;Auvergne-Rhône-Alpes;38457;Saint-Siméon-de-Bressieux;2888;64;2952;38;003;2018;2021;2020;CC Bièvre Isère;200059392;Isère
84;Auvergne-Rhône-Alpes;38417;Sainte-Marie-d'Alloix;483;17;500;38;001;2018;2021;2020;CC Le Grésivaudan;200018166;Isère
84;Auvergne-Rhône-Alpes;38002;Les Adrets;1025;29;1054;38;001;2018;2021;2020;CC Le Grésivaudan;200018166;Isère
84;Auvergne-Rhône-Alpes;38009;Anjou;1009;23;1032;38;003;2018;2021;2020;CC d'Entre Bièvre et Rhône;200085751;Isère
84;Auvergne-Rhône-Alpes;38026;La Balme-les-Grottes;1068;12;1080;38;002;2018;2021;2020;CC Les Balcons du Dauphiné;200068542;Isère
84;Auvergne-Rhône-Alpes;38027;Barraux;1918;56;1974;38;001;2018;2021;2020;CC Le Grésivaudan;200018166;Isère
84;Auvergne-Rhône-Alpes;38081;Charantonnay;1940;44;1984;38;003;2018;2021;2020;CC des Collines du Nord Dauphiné;243801255;Isère
84;Auvergne-Rhône-Alpes;38255;Montfalcon;134;0;134;38;003;2018;2021;2020;CC Bièvre Isère;200059392;Isère
84;Auvergne-Rhône-Alpes;38268;Le Moutaret;261;3;264;38;001;2018;2021;2020;CC Le Grésivaudan;200018166;Isère
84;Auvergne-Rhône-Alpes;38395;Plateau-des-Petites-Roches;2408;74;2482;38;001;2018;2021;2020;CC Le Grésivaudan;200018166;Isère
84;Auvergne-Rhône-Alpes;38343;Romagnieu;1566;31;1597;38;002;2018;2021;2020;CC Les Vals du Dauphiné;200068567;Isère
84;Auvergne-Rhône-Alpes;38353;Saint-Alban-du-Rhône;836;18;854;38;003;2018;2021;2020;CC d'Entre Bièvre et Rhône;200085751;Isère
84;Auvergne-Rhône-Alpes;38356;Saint-André-en-Royans;312;18;330;38;001;2018;2021;2020;CC Saint-Marcellin Vercors Isère Communauté;200070431;Isère
84;Auvergne-Rhône-Alpes;38365;Saint-Baudille-de-la-Tour;817;19;836;38;002;2018;2021;2020;CC Les Balcons du Dauphiné;200068542;Isère
84;Auvergne-Rhône-Alpes;38375;Saint-Christophe-en-Oisans;107;0;107;38;001;2018;2021;2020;CC de l'Oisans;243800745;Isère
84;Auvergne-Rhône-Alpes;38430;Saint-Mury-Monteymond;319;7;326;38;001;2018;2021;2020;CC Le Grésivaudan;200018166;Isère
84;Auvergne-Rhône-Alpes;38515;Trept;2173;55;2228;38;002;2018;2021;2020;CC Les Balcons du Dauphiné;200068542;Isère
84;Auvergne-Rhône-Alpes;38560;Val-de-Virieu;1537;19;1556;38;002;2018;2021;2020;CC Les Vals du Dauphiné;200068567;Isère
84;Auvergne-Rhône-Alpes;38558;Villette-de-Vienne;1923;31;1954;38;003;2018;2021;2020;CA Vienne Condrieu;200077014;Isère
84;Auvergne-Rhône-Alpes;38114;Clonas-sur-Varèze;1453;33;1486;38;003;2018;2021;2020;CC d'Entre Bièvre et Rhône;200085751;Isère
84;Auvergne-Rhône-Alpes;38127;Cornillon-en-Trièves;166;5;171;38;001;2018;2021;2020;CC du Trièves;200030658;Isère
84;Auvergne-Rhône-Alpes;38155;Entre-deux-Guiers;1817;29;1846;38;001;2018;2021;2020;CC Cœur de Chartreuse;200040111;Isère
84;Auvergne-Rhône-Alpes;38157;Estrablin;3450;72;3522;38;003;2018;2021;2020;CA Vienne Condrieu;200077014;Isère
84;Auvergne-Rhône-Alpes;38189;Heyrieux;4767;64;4831;38;003;2018;2021;2020;CC des Collines du Nord Dauphiné;243801255;Isère
84;Auvergne-Rhône-Alpes;38192;Hurtières;181;6;187;38;001;2018;2021;2020;CC Le Grésivaudan;200018166;Isère
84;Auvergne-Rhône-Alpes;38328;Quaix-en-Chartreuse;887;32;919;38;001;2018;2021;2020;Grenoble-Alpes-Métropole;200040715;Isère
84;Auvergne-Rhône-Alpes;38329;Quet-en-Beaumont;68;0;68;38;001;2018;2021;2020;CC de la Matheysine;200040657;Isère
84;Auvergne-Rhône-Alpes;38380;Saint-Didier-de-Bizonnes;305;5;310;38;002;2018;2021;2020;CC de Bièvre Est;243801073;Isère
84;Auvergne-Rhône-Alpes;38394;Saint-Hilaire-du-Rosier;1868;32;1900;38;001;2018;2021;2020;CC Saint-Marcellin Vercors Isère Communauté;200070431;Isère
84;Auvergne-Rhône-Alpes;38398;Saint-Jean-d'Avelanne;971;16;987;38;002;2018;2021;2020;CC Les Vals du Dauphiné;200068567;Isère
84;Auvergne-Rhône-Alpes;38458;Saint-Sorlin-de-Morestel;621;16;637;38;002;2018;2021;2020;CC Les Balcons du Dauphiné;200068542;Isère
84;Auvergne-Rhône-Alpes;38460;Saint-Sulpice-des-Rivoires;430;12;442;38;002;2018;2021;2020;CA du Pays Voironnais;243800984;Isère
84;Auvergne-Rhône-Alpes;38468;Salaise-sur-Sanne;4485;71;4556;38;003;2018;2021;2020;CC d'Entre Bièvre et Rhône;200085751;Isère
84;Auvergne-Rhône-Alpes;38275;Serre-Nerpol;302;37;339;38;001;2018;2021;2020;CC Saint-Marcellin Vercors Isère Communauté;200070431;Isère
84;Auvergne-Rhône-Alpes;38519;Valencin;2795;47;2842;38;003;2018;2021;2020;CC des Collines du Nord Dauphiné;243801255;Isère
84;Auvergne-Rhône-Alpes;38539;Vertrieu;625;21;646;38;002;2018;2021;2020;CC Les Balcons du Dauphiné;200068542;Isère
84;Auvergne-Rhône-Alpes;38546;Vignieu;994;88;1082;38;002;2018;2021;2020;CC Les Balcons du Dauphiné;200068542;Isère
84;Auvergne-Rhône-Alpes;38004;L' Albenc;1279;25;1304;38;001;2018;2021;2020;CC Saint-Marcellin Vercors Isère Communauté;200070431;Isère
84;Auvergne-Rhône-Alpes;38069;Champier;1419;23;1442;38;003;2018;2021;2020;CC Bièvre Isère;200059392;Isère
84;Auvergne-Rhône-Alpes;38120;La Combe-de-Lancey;705;17;722;38;001;2018;2021;2020;CC Le Grésivaudan;200018166;Isère
84;Auvergne-Rhône-Alpes;38167;Flachères;532;5;537;38;002;2018;2021;2020;CC de Bièvre Est;243801073;Isère
84;Auvergne-Rhône-Alpes;38318;Pont-Évêque;5207;49;5256;38;003;2018;2021;2020;CA Vienne Condrieu;200077014;Isère
84;Auvergne-Rhône-Alpes;38351;Saint-Agnin-sur-Bion;1076;22;1098;38;003;2018;2021;2020;CC Bièvre Isère;200059392;Isère
84;Auvergne-Rhône-Alpes;38361;Saint-Arey;81;3;84;38;001;2018;2021;2020;CC de la Matheysine;200040657;Isère
84;Auvergne-Rhône-Alpes;38386;Saint-Geoire-en-Valdaine;2390;41;2431;38;002;2018;2021;2020;CA du Pays Voironnais;243800984;Isère
84;Auvergne-Rhône-Alpes;38438;Saint-Paul-lès-Monestier;265;1;266;38;001;2018;2021;2020;CC du Trièves;200030658;Isère
84;Auvergne-Rhône-Alpes;38358;Sainte-Anne-sur-Gervonde;715;11;726;38;003;2018;2021;2020;CC Bièvre Isère;200059392;Isère
84;Auvergne-Rhône-Alpes;38023;Avignonet;197;5;202;38;001;2018;2021;2020;CC du Trièves;200030658;Isère
84;Auvergne-Rhône-Alpes;38061;La Buisse;3189;68;3257;38;001;2018;2021;2020;CA du Pays Voironnais;243800984;Isère
84;Auvergne-Rhône-Alpes;38089;Chassignieu;228;5;233;38;002;2018;2021;2020;CC Les Vals du Dauphiné;200068567;Isère
84;Auvergne-Rhône-Alpes;38094;Châtonnay;2046;43;2089;38;003;2018;2021;2020;CC Bièvre Isère;200059392;Isère
84;Auvergne-Rhône-Alpes;38153;Engins;457;21;478;38;001;2018;2021;2020;CC du Massif du Vercors;243801024;Isère
84;Auvergne-Rhône-Alpes;38162;Faverges-de-la-Tour;1461;40;1501;38;002;2018;2021;2020;CC Les Vals du Dauphiné;200068567;Isère
84;Auvergne-Rhône-Alpes;38197;Janneyrias;1818;20;1838;38;002;2018;2021;2020;CC Lyon Saint Exupéry en Dauphiné;243800935;Isère
84;Auvergne-Rhône-Alpes;38209;Lentiol;229;7;236;38;003;2018;2021;2020;CC Bièvre Isère;200059392;Isère
84;Auvergne-Rhône-Alpes;38210;Leyrieu;857;14;871;38;002;2018;2021;2020;CC Les Balcons du Dauphiné;200068542;Isère
84;Auvergne-Rhône-Alpes;38237;Mizoën;191;4;195;38;001;2018;2021;2020;CC de l'Oisans;243800745;Isère
84;Auvergne-Rhône-Alpes;38239;Moirans;7675;159;7834;38;001;2018;2021;2020;CA du Pays Voironnais;243800984;Isère
84;Auvergne-Rhône-Alpes;38267;Mottier;742;13;755;38;003;2018;2021;2020;CC Bièvre Isère;200059392;Isère
84;Auvergne-Rhône-Alpes;38283;Oris-en-Rattier;112;3;115;38;001;2018;2021;2020;CC de la Matheysine;200040657;Isère
84;Auvergne-Rhône-Alpes;38285;Ornon;161;4;165;38;001;2018;2021;2020;CC de l'Oisans;243800745;Isère
84;Auvergne-Rhône-Alpes;38309;Poisat;2147;27;2174;38;001;2018;2021;2020;Grenoble-Alpes-Métropole;200040715;Isère
84;Auvergne-Rhône-Alpes;38355;Saint-Andéol;122;6;128;38;001;2018;2021;2020;CC du Trièves;200030658;Isère
84;Auvergne-Rhône-Alpes;38364;Saint-Barthélemy-de-Séchilienne;432;4;436;38;001;2018;2021;2020;Grenoble-Alpes-Métropole;200040715;Isère
84;Auvergne-Rhône-Alpes;38423;Saint-Martin-le-Vinoux;5799;61;5860;38;001;2018;2021;2020;Grenoble-Alpes-Métropole;200040715;Isère
84;Auvergne-Rhône-Alpes;38428;Saint-Michel-en-Beaumont;31;0;31;38;001;2018;2021;2020;CC de la Matheysine;200040657;Isère
84;Auvergne-Rhône-Alpes;38483;Sermérieu;1663;50;1713;38;002;2018;2021;2020;CC Les Balcons du Dauphiné;200068542;Isère
84;Auvergne-Rhône-Alpes;38487;Seyssuel;2010;51;2061;38;003;2018;2021;2020;CA Vienne Condrieu;200077014;Isère
84;Auvergne-Rhône-Alpes;38513;Treffort;296;7;303;38;001;2018;2021;2020;CC du Trièves;200030658;Isère
84;Auvergne-Rhône-Alpes;38557;Villette-d'Anthon;5035;88;5123;38;002;2018;2021;2020;CC Lyon Saint Exupéry en Dauphiné;243800935;Isère
84;Auvergne-Rhône-Alpes;38017;Assieu;1529;35;1564;38;003;2018;2021;2020;CC d'Entre Bièvre et Rhône;200085751;Isère
84;Auvergne-Rhône-Alpes;38022;Les Avenières Veyrins-Thuellin;7772;158;7930;38;002;2018;2021;2020;CC Les Balcons du Dauphiné;200068542;Isère
84;Auvergne-Rhône-Alpes;38031;Beaufin;20;0;20;38;001;2018;2021;2020;CC de la Matheysine;200040657;Isère
84;Auvergne-Rhône-Alpes;38036;Beauvoir-en-Royans;93;2;95;38;001;2018;2021;2020;CC Saint-Marcellin Vercors Isère Communauté;200070431;Isère
84;Auvergne-Rhône-Alpes;38051;Bougé-Chambalud;1363;21;1384;38;003;2018;2021;2020;CC d'Entre Bièvre et Rhône;200085751;Isère
84;Auvergne-Rhône-Alpes;38077;La Chapelle-de-Surieu;751;16;767;38;003;2018;2021;2020;CC d'Entre Bièvre et Rhône;200085751;Isère
84;Auvergne-Rhône-Alpes;38100;Le Cheylas;2555;43;2598;38;001;2018;2021;2020;CC Le Grésivaudan;200018166;Isère
84;Auvergne-Rhône-Alpes;38117;Cognin-les-Gorges;633;14;647;38;001;2018;2021;2020;CC Saint-Marcellin Vercors Isère Communauté;200070431;Isère
84;Auvergne-Rhône-Alpes;38217;Marcieu;72;2;74;38;001;2018;2021;2020;CC de la Matheysine;200040657;Isère
84;Auvergne-Rhône-Alpes;38258;Mont-Saint-Martin;77;4;81;38;001;2018;2021;2020;Grenoble-Alpes-Métropole;200040715;Isère
84;Auvergne-Rhône-Alpes;38336;Reventin-Vaugris;1941;35;1976;38;003;2018;2021;2020;CA Vienne Condrieu;200077014;Isère
84;Auvergne-Rhône-Alpes;38415;Saint-Marcel-Bel-Accueil;1413;38;1451;38;002;2018;2021;2020;CC Les Balcons du Dauphiné;200068542;Isère
84;Auvergne-Rhône-Alpes;38471;Le Sappey-en-Chartreuse;1127;30;1157;38;001;2018;2021;2020;Grenoble-Alpes-Métropole;200040715;Isère
84;Auvergne-Rhône-Alpes;38484;Serpaize;2030;26;2056;38;003;2018;2021;2020;CA Vienne Condrieu;200077014;Isère
84;Auvergne-Rhône-Alpes;38496;Sonnay;1243;25;1268;38;003;2018;2021;2020;CC d'Entre Bièvre et Rhône;200085751;Isère
84;Auvergne-Rhône-Alpes;38521;La Valette;70;2;72;38;001;2018;2021;2020;CC de la Matheysine;200040657;Isère
84;Auvergne-Rhône-Alpes;38548;Villard-de-Lans;4239;225;4464;38;001;2018;2021;2020;CC du Massif du Vercors;243801024;Isère
